timestamp,open,high,low,close,volume,oi
2025-05-02T09:16:00,186.3,197.75,180.7,187.45,1203525,2428200
2025-05-02T09:17:00,189.3,189.3,180.85,181.4,892950,2428200
2025-05-02T09:18:00,181.2,185.3,179,180.1,734925,3141900
2025-05-02T09:19:00,180.1,182.65,175.75,182.65,866775,3141900
2025-05-02T09:20:00,182,183.8,173.3,178.1,1026300,3141900
2025-05-02T09:21:00,176.4,183.2,168.2,175.8,1197300,3915900
2025-05-02T09:22:00,177.35,183.6,172.3,175.9,1158150,3915900
2025-05-02T09:23:00,177.85,184.15,171.7,172.95,1218375,3915900
2025-05-02T09:24:00,173.15,176.7,163,170.75,1124850,4529025
2025-05-02T09:25:00,174.2,174.7,166.5,168.95,1421550,4529025
2025-05-02T09:26:00,170.5,170.5,154,155.05,1486800,4529025
2025-05-02T09:27:00,154,159.1,151.2,153.4,939450,4956225
2025-05-02T09:28:00,152.85,152.85,140.15,140.15,994650,4956225
2025-05-02T09:29:00,139.35,139.45,130.55,132.25,1109325,4956225
2025-05-02T09:30:00,133.1,136,122.4,122.4,1219050,5468625
2025-05-02T09:31:00,121.6,127.45,117.55,126.9,1098225,5468625
2025-05-02T09:32:00,127.5,129.8,125.3,127.85,739125,5468625
2025-05-02T09:33:00,126.4,128.4,122.85,124.95,518700,5993250
2025-05-02T09:34:00,124.95,124.95,117.25,120.95,697725,5993250
2025-05-02T09:35:00,121.75,125.55,119.3,123.2,574875,5993250
2025-05-02T09:36:00,122.85,122.9,119.5,121.25,314925,6379950
2025-05-02T09:37:00,121.95,126,120.5,121,495750,6379950
2025-05-02T09:38:00,121.55,125.05,119.6,121.7,304500,6379950
2025-05-02T09:39:00,121.9,123.55,113.2,113.2,469125,6618150
2025-05-02T09:40:00,115.95,115.95,108.05,112.95,1101075,6618150
2025-05-02T09:41:00,112.3,116.85,111.75,112.5,512325,6618150
2025-05-02T09:42:00,112.3,114,110.85,111.9,292875,6747450
2025-05-02T09:43:00,113.35,121.75,113.3,119.7,510525,6747450
2025-05-02T09:44:00,118.2,118.9,114.45,114.95,317100,6747450
2025-05-02T09:45:00,114.3,117.2,111.75,115.3,385125,6823125
2025-05-02T09:46:00,116.7,120.9,116.4,120.9,389325,6823125
2025-05-02T09:47:00,119.9,119.9,115.05,117.8,303150,6823125
